annotation	chrom	chromEnd	chromStart	createdBy	lastModifiedBy	lastModified	track	dupe
noPeak	chr10	13955449.0	13939549.0				aorta_ENCFF974KVN	
noPeak	chr10	13994599.0	13957199.0				aorta_ENCFF974KVN	
noPeak	chr10	14111799.0	14091799.0				aorta_ENCFF974KVN	
noPeak	chr10	14181399.0	14139799.0				aorta_ENCFF974KVN	
noPeak	chr10	14296599.0	14261199.0				aorta_ENCFF974KVN	
noPeak	chr10	14406799.0	14352199.0				aorta_ENCFF974KVN	
noPeak	chr10	14502599.0	14452199.0				aorta_ENCFF974KVN	
noPeak	chr10	14573399.0	14550599.0				aorta_ENCFF974KVN	
noPeak	chr10	14610199.0	14590899.0				aorta_ENCFF974KVN	
peakStart	chr10	14645649.0	14641699.0				aorta_ENCFF974KVN	
peakEnd	chr10	14649499.0	14646699.0				aorta_ENCFF974KVN	
noPeak	chr10	14682749.0	14657049.0				aorta_ENCFF974KVN	
noPeak	chr10	14861499.0	14698499.0	th798@nau.edu	th798@nau.edu	1632260158.7439568	aorta_ENCFF974KVN	
peakStart	chr10	14880299.0	14877199.0	th798@nau.edu	th798@nau.edu	1632260165.945249	aorta_ENCFF974KVN	
peakEnd	chr10	14883399.0	14880899.0	th798@nau.edu	th798@nau.edu	1632260171.155283	aorta_ENCFF974KVN	
noPeak	chr10	14915899.0	14886099.0	th798@nau.edu	th798@nau.edu	1632260183.7244756	aorta_ENCFF974KVN	
peakStart	chr10	14920199.0	14917599.0	th798@nau.edu	th798@nau.edu	1632260179.6660244	aorta_ENCFF974KVN	
peakEnd	chr10	14923699.0	14920899.0	th798@nau.edu	th798@nau.edu	1632260175.0382504	aorta_ENCFF974KVN	
noPeak	chr10	14967699.0	14926199.0	th798@nau.edu	th798@nau.edu	1632260188.037488	aorta_ENCFF974KVN	
peakStart	chr10	14995699.0	14992799.0	th798@nau.edu	th798@nau.edu	1632260202.914415	aorta_ENCFF974KVN	
peakEnd	chr10	14998499.0	14996199.0	th798@nau.edu	th798@nau.edu	1632260213.4757953	aorta_ENCFF974KVN	
peakStart	chr10	15001799.0	14999299.0	th798@nau.edu	th798@nau.edu	1632260208.3309784	aorta_ENCFF974KVN	
peakEnd	chr10	15005899.0	15002099.0	th798@nau.edu	th798@nau.edu	1632260217.1847994	aorta_ENCFF974KVN	
noPeak	chr10	15047799.0	15007499.0	th798@nau.edu	th798@nau.edu	1632260222.0847478	aorta_ENCFF974KVN	
noPeak	chr10	15120799.0	15052399.0	th798@nau.edu	th798@nau.edu	1632260246.9328537	aorta_ENCFF974KVN	
peakStart	chr10	15139439.0	15137459.0	th798@nau.edu	th798@nau.edu	1632260265.1129217	aorta_ENCFF974KVN	
peakEnd	chr10	15141179.0	15139659.0	th798@nau.edu	th798@nau.edu	1632260270.912151	aorta_ENCFF974KVN	
noPeak	chr10	15202299.0	15146599.0	th798@nau.edu	th798@nau.edu	1632260256.619002	aorta_ENCFF974KVN	
peakStart	chr10	15210179.0	15207679.0	th798@nau.edu	th798@nau.edu	1632260290.6020265	aorta_ENCFF974KVN	
peakEnd	chr10	15212119.0	15210379.0	th798@nau.edu	th798@nau.edu	1632260286.0681252	aorta_ENCFF974KVN	
noPeak	chr10	15248199.0	15214999.0	th798@nau.edu	th798@nau.edu	1632260251.7558362	aorta_ENCFF974KVN	
noPeak	chr10	15381399.0	15252199.0	th798@nau.edu	th798@nau.edu	1632260305.551541	aorta_ENCFF974KVN	
noPeak	chr10	15409359.0	15396079.0	th798@nau.edu	th798@nau.edu	1632260315.5669842	aorta_ENCFF974KVN	
peakStart	chr10	15412459.0	15410439.0	th798@nau.edu	th798@nau.edu	1632260326.1215582	aorta_ENCFF974KVN	
peakEnd	chr10	15415419.0	15412779.0	th798@nau.edu	th798@nau.edu	1632260331.2175255	aorta_ENCFF974KVN	
noPeak	chr10	15435699.0	15417079.0	th798@nau.edu	th798@nau.edu	1632260319.4174361	aorta_ENCFF974KVN	
noPeak	chr10	15470699.0	15438499.0	th798@nau.edu	th798@nau.edu	1632260343.2096686	aorta_ENCFF974KVN	
peakStart	chr10	15476539.0	15475359.0	th798@nau.edu	th798@nau.edu	1632260367.4285467	aorta_ENCFF974KVN	
peakEnd	chr10	15478279.0	15476619.0	th798@nau.edu	th798@nau.edu	1632260373.5390866	aorta_ENCFF974KVN	
peakStart	chr10	15481759.0	15480039.0	th798@nau.edu	th798@nau.edu	1632260386.155545	aorta_ENCFF974KVN	
peakEnd	chr10	15483879.0	15481879.0	th798@nau.edu	th798@nau.edu	1632260380.0705583	aorta_ENCFF974KVN	
noPeak	chr10	15521412.0	15485525.0	th798@nau.edu	th798@nau.edu	1632260518.526441	aorta_ENCFF974KVN	
peakStart	chr10	15546499.0	15544539.0	th798@nau.edu	th798@nau.edu	1632260563.626519	aorta_ENCFF974KVN	
peakEnd	chr10	15549799.0	15546559.0	th798@nau.edu	th798@nau.edu	1632260569.7591114	aorta_ENCFF974KVN	
noPeak	chr10	15568999.0	15550819.0	th798@nau.edu	th798@nau.edu	1632260557.528631	aorta_ENCFF974KVN	
peakStart	chr10	15575259.0	15570559.0	th798@nau.edu	th798@nau.edu	1632260581.5937788	aorta_ENCFF974KVN	
peakEnd	chr10	15577579.0	15575379.0	th798@nau.edu	th798@nau.edu	1632260574.2038453	aorta_ENCFF974KVN	
noPeak	chr10	15734499.0	15582599.0		th798@nau.edu	1632260695.47243	aorta_ENCFF974KVN	
peakEnd	chr10	15771999.0	15758499.0	th798@nau.edu	th798@nau.edu	1632260704.1393418	aorta_ENCFF974KVN	
noPeak	chr10	15897199.0	15811099.0	th798@nau.edu	th798@nau.edu	1632260741.2553456	aorta_ENCFF974KVN	
peakStart	chr10	15902099.0	15898499.0	th798@nau.edu	th798@nau.edu	1632260736.1762624	aorta_ENCFF974KVN	
peakEnd	chr10	15905999.0	15902399.0	th798@nau.edu	th798@nau.edu	1632260731.3763216	aorta_ENCFF974KVN	
noPeak	chr10	16014799.0	15908999.0	th798@nau.edu	th798@nau.edu	1632260747.8662095	aorta_ENCFF974KVN	
noPeak	chr10	16438999.0	16036499.0	th798@nau.edu	th798@nau.edu	1632260765.0031419	aorta_ENCFF974KVN	
peakStart	chr10	16479059.0	16477919.0	th798@nau.edu	th798@nau.edu	1632260794.954327	aorta_ENCFF974KVN	
peakEnd	chr10	16481019.0	16479299.0	th798@nau.edu	th798@nau.edu	1632260801.9212148	aorta_ENCFF974KVN	
noPeak	chr10	16556899.0	16490799.0	th798@nau.edu	th798@nau.edu	1632260785.2120416	aorta_ENCFF974KVN	
peakStart	chr10	16563039.0	16561619.0	th798@nau.edu	th798@nau.edu	1632260825.044817	aorta_ENCFF974KVN	
peakEnd	chr10	16565079.0	16563159.0	th798@nau.edu	th798@nau.edu	1632260817.5834038	aorta_ENCFF974KVN	
noPeak	chr10	16599499.0	16571299.0	th798@nau.edu	th798@nau.edu	1632260776.1421027	aorta_ENCFF974KVN	
noPeak	chr10	16751999.0	16606299.0	th798@nau.edu	th798@nau.edu	1632260849.7365885	aorta_ENCFF974KVN	
noPeak	chr10	16853199.0	16757199.0	th798@nau.edu	th798@nau.edu	1632260863.0900116	aorta_ENCFF974KVN	
peakStart	chr10	16859199.0	16856059.0	th798@nau.edu	th798@nau.edu	1632260878.198357	aorta_ENCFF974KVN	
peakEnd	chr10	16861659.0	16860139.0	th798@nau.edu	th798@nau.edu	1632260884.5306535	aorta_ENCFF974KVN	
peakStart	chr10	16869919.0	16867999.0	th798@nau.edu	th798@nau.edu	1632260897.4150243	aorta_ENCFF974KVN	
peakEnd	chr10	16872259.0	16870119.0	th798@nau.edu	th798@nau.edu	1632260892.1614563	aorta_ENCFF974KVN	
noPeak	chr10	16887499.0	16876799.0	th798@nau.edu	th798@nau.edu	1632260932.5469642	aorta_ENCFF974KVN	
noPeak	chr10	16944899.0	16897199.0	th798@nau.edu	th798@nau.edu	1632260870.274182	aorta_ENCFF974KVN	
noPeak	chr10	16981799.0	16947199.0	th798@nau.edu	th798@nau.edu	1632260946.7752726	aorta_ENCFF974KVN	
noPeak	chr10	17098799.0	17075099.0	th798@nau.edu	th798@nau.edu	1632260951.2200565	aorta_ENCFF974KVN	
noPeak	chr10	17233499.0	17140699.0	th798@nau.edu	th798@nau.edu	1632260962.8639915	aorta_ENCFF974KVN	
peakStart	chr10	17243399.0	17238499.0	th798@nau.edu	th798@nau.edu	1632260993.655904	aorta_ENCFF974KVN	
peakEnd	chr10	17246599.0	17243599.0	th798@nau.edu	th798@nau.edu	1632261001.5102792	aorta_ENCFF974KVN	
noPeak	chr10	17265499.0	17248399.0	th798@nau.edu	th798@nau.edu	1632260971.4661324	aorta_ENCFF974KVN	
peakStart	chr10	17271299.0	17266999.0	th798@nau.edu	th798@nau.edu	1632261010.1013162	aorta_ENCFF974KVN	
peakEnd	chr10	17278999.0	17272199.0	th798@nau.edu	th798@nau.edu	1632261006.1101592	aorta_ENCFF974KVN	
noPeak	chr10	17341699.0	17284099.0	th798@nau.edu	th798@nau.edu	1632260966.607316	aorta_ENCFF974KVN	
noPeak	chr10	17382499.0	17344799.0	th798@nau.edu	th798@nau.edu	1632261050.8627055	aorta_ENCFF974KVN	
peakStart	chr10	17390939.0	17389179.0	th798@nau.edu	th798@nau.edu	1632261073.9778128	aorta_ENCFF974KVN	
peakEnd	chr10	17393039.0	17391159.0	th798@nau.edu	th798@nau.edu	1632261079.1481802	aorta_ENCFF974KVN	
noPeak	chr10	17422219.0	17394079.0	th798@nau.edu	th798@nau.edu	1632261099.84246	aorta_ENCFF974KVN	
peakStart	chr10	17426599.0	17423779.0	th798@nau.edu	th798@nau.edu	1632261110.9538918	aorta_ENCFF974KVN	
peakEnd	chr10	17429379.0	17426719.0	th798@nau.edu	th798@nau.edu	1632261115.1832078	aorta_ENCFF974KVN	
noPeak	chr10	17486399.0	17435099.0	th798@nau.edu	th798@nau.edu	1632261045.834611	aorta_ENCFF974KVN	
noPeak	chr10	17619799.0	17502699.0	th798@nau.edu	th798@nau.edu	1632261171.3611028	aorta_ENCFF974KVN	
peakStart	chr10	17659259.0	17657579.0	th798@nau.edu	th798@nau.edu	1632261235.950024	aorta_ENCFF974KVN	
peakEnd	chr10	17661479.0	17659319.0	th798@nau.edu	th798@nau.edu	1632261246.5570307	aorta_ENCFF974KVN	
noPeak	chr10	17682159.0	17663379.0	th798@nau.edu	th798@nau.edu	1632261256.3189213	aorta_ENCFF974KVN	
peakStart	chr10	17686259.0	17683179.0	th798@nau.edu	th798@nau.edu	1632261241.0039392	aorta_ENCFF974KVN	
peakEnd	chr10	17688279.0	17686499.0	th798@nau.edu	th798@nau.edu	1632261251.3664927	aorta_ENCFF974KVN	
noPeak	chr10	17974499.0	17707499.0	th798@nau.edu	th798@nau.edu	1632261188.1712606	aorta_ENCFF974KVN	
noPeak	chr10	111638799.0	111519999.0	Public	Public	1629143964.555209	aorta_ENCFF974KVN	
peakStart	chr10	111682799.0	111677399.0	Public	Public	1629143971.7660465	aorta_ENCFF974KVN	
peakEnd	chr10	111690399.0	111683199.0	Public	Public	1629143977.6751	aorta_ENCFF974KVN	
peakStart	chr10	111767706.0	111760197.0	Public	Public	1629228163.6778371	aorta_ENCFF974KVN	
peakEnd	chr10	111779862.0	111768778.0	Public	Public	1629228183.8582342	aorta_ENCFF974KVN	
noPeak	chr10	111814900.0	111792017.0	Public	Public	1629228156.8269522	aorta_ENCFF974KVN	
noPeak	chr10	111897131.0	111850652.0	Public	Public	1629228194.1493266	aorta_ENCFF974KVN	
noPeak	chr10	111961699.0	111918099.0	Public	Public	1629228221.4980562	aorta_ENCFF974KVN	
peakStart	chr10	111969249.0	111964699.0	Public	Public	1629228227.9501646	aorta_ENCFF974KVN	
peakEnd	chr10	111975049.0	111969849.0	Public	Public	1629228234.0059705	aorta_ENCFF974KVN	
peakEnd	chr10	111989449.0	111986599.0	Public	Public	1629228246.9941027	aorta_ENCFF974KVN	
noPeak	chr10	112022199.0	111993599.0	Public	Public	1629228275.0552154	aorta_ENCFF974KVN	
noPeak	chr10	112058199.0	112041199.0	Public	Public	1629228285.8107765	aorta_ENCFF974KVN	
peakStart	chr10	112064199.0	112060599.0	Public	Public	1629228293.8840435	aorta_ENCFF974KVN	
peakEnd	chr10	112068399.0	112064899.0	Public	Public	1629228314.9407377	aorta_ENCFF974KVN	
noPeak	chr10	112226999.0	112090999.0	Public	Public	1629228332.44682	aorta_ENCFF974KVN	
noPeak	chr10	112250899.0	112233199.0	Public	Public	1629228374.4036305	aorta_ENCFF974KVN	
peakStart	chr10	112257499.0	112253699.0	Public	Public	1629228358.1954486	aorta_ENCFF974KVN	
peakEnd	chr10	112260999.0	112258199.0	Public	Public	1629228368.069835	aorta_ENCFF974KVN	
noPeak	chr10	112287799.0	112269099.0	Public	Public	1629228349.5364974	aorta_ENCFF974KVN	
noPeak	chr10	112318299.0	112302599.0	Public	Public	1629228346.4334142	aorta_ENCFF974KVN	
peakStart	chr10	112327499.0	112324999.0	Public	Public	1629228353.9711084	aorta_ENCFF974KVN	
peakEnd	chr10	112331199.0	112327999.0	Public	Public	1629228364.13471	aorta_ENCFF974KVN	
noPeak	chr10	112374599.0	112336799.0	Public	Public	1629228342.4019394	aorta_ENCFF974KVN	
noPeak	chr10	112399899.0	112376999.0	Public	Public	1629228386.852465	aorta_ENCFF974KVN	
noPeak	chr10	112427099.0	112412299.0	Public	Public	1629228391.2182596	aorta_ENCFF974KVN	
peakStart	chr10	112432039.0	112430399.0	Public	Public	1629228542.4145203	aorta_ENCFF974KVN	
peakEnd	chr10	112433519.0	112432319.0	Public	Public	1629228552.0843987	aorta_ENCFF974KVN	
noPeak	chr10	112462159.0	112449439.0	Public	Public	1629228562.9096792	aorta_ENCFF974KVN	
peakStart	chr10	112631999.0	112629399.0	Public	Public	1632245267.3884594	aorta_ENCFF974KVN	
peakEnd	chr10	112634699.0	112632099.0	Public	Public	1632245271.3875618	aorta_ENCFF974KVN	
peakStart	chr10	112678749.0	112675999.0	Public	Public	1632245287.5576596	aorta_ENCFF974KVN	
peakEnd	chr10	112682549.0	112679349.0	Public	Public	1632245280.4273334	aorta_ENCFF974KVN	
noPeak	chr11	85328199.0	85263399.0				aorta_ENCFF974KVN	
peakStart	chr11	85338799.0	85332999.0				aorta_ENCFF974KVN	
peakEnd	chr11	85344299.0	85339299.0				aorta_ENCFF974KVN	
peakStart	chr11	85358899.0	85354999.0				aorta_ENCFF974KVN	
peakEnd	chr11	85362999.0	85359299.0				aorta_ENCFF974KVN	
peakStart	chr11	85375199.0	85368299.0				aorta_ENCFF974KVN	
peakEnd	chr11	85378599.0	85375699.0				aorta_ENCFF974KVN	
noPeak	chr14	53570499.0	53534199.0				aorta_ENCFF974KVN	
peakStart	chr14	53618799.0	53614699.0				aorta_ENCFF974KVN	
peakEnd	chr14	53623699.0	53619699.0				aorta_ENCFF974KVN	
noPeak	chr14	53675899.0	53631799.0				aorta_ENCFF974KVN	
peakStart	chr14	53684379.0	53682419.0				aorta_ENCFF974KVN	
peakEnd	chr14	53686439.0	53684619.0				aorta_ENCFF974KVN	
noPeak	chr14	53724699.0	53690599.0				aorta_ENCFF974KVN	
noPeak	chr14	53763219.0	53728179.0				aorta_ENCFF974KVN	
noPeak	chr14	53813879.0	53776119.0				aorta_ENCFF974KVN	
noPeak	chr14	53866059.0	53829259.0				aorta_ENCFF974KVN	
noPeak	chr14	53918959.0	53878619.0				aorta_ENCFF974KVN	
noPeak	chr14	54394499.0	54094499.0				aorta_ENCFF974KVN	
noPeak	chr14	54411339.0	54395979.0				aorta_ENCFF974KVN	
peakStart	chr14	54419759.0	54416459.0				aorta_ENCFF974KVN	
peakEnd	chr14	54425819.0	54421499.0				aorta_ENCFF974KVN	
noPeak	chr14	54456579.0	54433499.0				aorta_ENCFF974KVN	
peakStart	chr16	57219942.0	57214886.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468354.0158648	aorta_ENCFF974KVN	
peakEnd	chr16	57225975.0	57221082.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468367.3469365	aorta_ENCFF974KVN	
noPeak	chr16	57266299.0	57231799.0	Public	Public	1629318701.478327	aorta_ENCFF974KVN	
peakStart	chr16	57279399.0	57275299.0	Public	Public	1629318718.906344	aorta_ENCFF974KVN	
peakEnd	chr16	57282799.0	57279499.0	Public	Public	1629318732.9776847	aorta_ENCFF974KVN	
peakEnd	chr16	57485398.0	57481484.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468386.825997	aorta_ENCFF974KVN	
noPeak	chr16	57493679.0	57490339.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468429.4373338	aorta_ENCFF974KVN	
peakEnd	chr16	57498259.0	57497039.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468407.8283577	aorta_ENCFF974KVN	
noPeak	chr16	57511319.0	57501499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468432.9587724	aorta_ENCFF974KVN	
peakEnd	chr16	57515459.0	57513659.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468413.9301202	aorta_ENCFF974KVN	
noPeak	chr16	57517759.0	57516139.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468436.0335033	aorta_ENCFF974KVN	
peakEnd	chr16	57521459.0	57520219.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468418.4238505	aorta_ENCFF974KVN	
noPeak	chr16	57558899.0	57527999.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468443.522871	aorta_ENCFF974KVN	
peakEnd	chr16	57573099.0	57570699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468452.2288086	aorta_ENCFF974KVN	
noPeak	chr16	57642399.0	57585399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468468.055214	aorta_ENCFF974KVN	
noPeak	chr16	57762599.0	57674199.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468475.4977689	aorta_ENCFF974KVN	
peakStart	chr16	57769299.0	57766499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468497.4638631	aorta_ENCFF974KVN	
peakEnd	chr16	57773499.0	57770199.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468504.0894625	aorta_ENCFF974KVN	
noPeak	chr16	57826299.0	57780299.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468480.0147996	aorta_ENCFF974KVN	
noPeak	chr16	57885399.0	57842699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468486.6240528	aorta_ENCFF974KVN	
noPeak	chr16	58013699.0	57910499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468530.5536487	aorta_ENCFF974KVN	
peakEnd	chr16	58022599.0	58019399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468524.3251672	aorta_ENCFF974KVN	
peakEnd	chr16	58039399.0	58035199.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468522.1566582	aorta_ENCFF974KVN	
peakEnd	chr16	58064899.0	58060799.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468521.2383854	aorta_ENCFF974KVN	
noPeak	chr16	58149899.0	58072899.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468536.2978263	aorta_ENCFF974KVN	
peakEnd	chr16	58166799.0	58163499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468548.910337	aorta_ENCFF974KVN	
noPeak	chr16	58224299.0	58172699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468541.5758944	aorta_ENCFF974KVN	
peakEnd	chr16	58234199.0	58231899.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468553.6154556	aorta_ENCFF974KVN	
peakEnd	chr16	58271319.0	58270359.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468575.112325	aorta_ENCFF974KVN	
noPeak	chr16	58280919.0	58272579.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468583.0985382	aorta_ENCFF974KVN	
peakEnd	chr16	58285239.0	58284099.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468568.5237286	aorta_ENCFF974KVN	
noPeak	chr16	58302879.0	58286779.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468586.9549673	aorta_ENCFF974KVN	
noPeak	chr16	58418699.0	58307799.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468600.0973253	aorta_ENCFF974KVN	
peakEnd	chr16	58429299.0	58426899.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468611.5906498	aorta_ENCFF974KVN	
noPeak	chr16	58466499.0	58431599.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468605.2689574	aorta_ENCFF974KVN	
noPeak	chr16	58492999.0	58470599.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468630.2576268	aorta_ENCFF974KVN	
noPeak	chr16	58525799.0	58504799.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468633.7334461	aorta_ENCFF974KVN	
peakEnd	chr16	58551899.0	58549699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468645.1161373	aorta_ENCFF974KVN	
noPeak	chr16	58590299.0	58557499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468637.546617	aorta_ENCFF974KVN	
noPeak	chr16	58656499.0	58602399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468666.1902063	aorta_ENCFF974KVN	
peakEnd	chr16	58666699.0	58663699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468655.840815	aorta_ENCFF974KVN	
noPeak	chr16	58710999.0	58669099.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468671.176644	aorta_ENCFF974KVN	
peakEnd	chr16	58720299.0	58718599.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468661.0580714	aorta_ENCFF974KVN	
noPeak	chr16	58760899.0	58727399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468677.8281188	aorta_ENCFF974KVN	
noPeak	chr17	13830799.0	13780999.0	th798@nau.edu	th798@nau.edu	1629302577.7226558	aorta_ENCFF974KVN	
noPeak	chr17	13870599.0	13854799.0	th798@nau.edu	th798@nau.edu	1629302584.8928854	aorta_ENCFF974KVN	
noPeak	chr17	13911859.0	13891379.0	th798@nau.edu	th798@nau.edu	1629302560.0309863	aorta_ENCFF974KVN	
noPeak	chr17	13945059.0	13923899.0	th798@nau.edu	th798@nau.edu	1629302547.8768454	aorta_ENCFF974KVN	
noPeak	chr17	13963459.0	13946859.0	th798@nau.edu	th798@nau.edu	1629302538.5452008	aorta_ENCFF974KVN	
peakStart	chr17	13972819.0	13971219.0	th798@nau.edu	th798@nau.edu	1629302469.4192626	aorta_ENCFF974KVN	
peakEnd	chr17	13975099.0	13973139.0	th798@nau.edu	th798@nau.edu	1629302480.4163034	aorta_ENCFF974KVN	
noPeak	chr17	13993659.0	13975819.0	th798@nau.edu	th798@nau.edu	1629302522.1879904	aorta_ENCFF974KVN	
noPeak	chr17	14015899.0	13994379.0	th798@nau.edu	th798@nau.edu	1629302527.2867165	aorta_ENCFF974KVN	
noPeak	chr17	14175499.0	14064499.0	th798@nau.edu	th798@nau.edu	1629302438.7988408	aorta_ENCFF974KVN	
peakStart	chr17	14205999.0	14193499.0	th798@nau.edu	th798@nau.edu	1629302402.1458619	aorta_ENCFF974KVN	
noPeak	chr17	14551499.0	14270499.0	th798@nau.edu	th798@nau.edu	1629302422.670645	aorta_ENCFF974KVN	
noPeak	chr17	14830499.0	14593499.0	th798@nau.edu	th798@nau.edu	1629302433.625846	aorta_ENCFF974KVN	
noPeak	chr17	15123499.0	14857499.0	th798@nau.edu	th798@nau.edu	1629302654.1799836	aorta_ENCFF974KVN	
peakStart	chr17	15164899.0	15158699.0	th798@nau.edu	th798@nau.edu	1629302733.8560143	aorta_ENCFF974KVN	
peakEnd	chr17	15170299.0	15165699.0	th798@nau.edu	th798@nau.edu	1629302743.8723648	aorta_ENCFF974KVN	
noPeak	chr17	15229499.0	15180499.0	th798@nau.edu	th798@nau.edu	1629302716.1375597	aorta_ENCFF974KVN	
noPeak	chr17	15241899.0	15231419.0	th798@nau.edu	th798@nau.edu	1629302793.2485497	aorta_ENCFF974KVN	
peakStart	chr17	15244659.0	15243059.0	th798@nau.edu	th798@nau.edu	1629302780.6858203	aorta_ENCFF974KVN	
peakEnd	chr17	15247299.0	15245099.0	th798@nau.edu	th798@nau.edu	1629302764.4440045	aorta_ENCFF974KVN	
noPeak	chr17	15271259.0	15248459.0	th798@nau.edu	th798@nau.edu	1629302800.7838037	aorta_ENCFF974KVN	
peakStart	chr17	15280979.0	15279099.0	th798@nau.edu	th798@nau.edu	1629302920.1036215	aorta_ENCFF974KVN	
peakEnd	chr17	15282699.0	15281099.0	th798@nau.edu	th798@nau.edu	1629302952.6611662	aorta_ENCFF974KVN	
peakStart	chr17	15287659.0	15286499.0	th798@nau.edu	th798@nau.edu	1629302936.8361895	aorta_ENCFF974KVN	
peakEnd	chr17	15288779.0	15287779.0	th798@nau.edu	th798@nau.edu	1629302945.1911	aorta_ENCFF974KVN	
noPeak	chr17	15299379.0	15289539.0	th798@nau.edu	th798@nau.edu	1629302820.4485276	aorta_ENCFF974KVN	
noPeak	chr17	15335579.0	15316379.0	th798@nau.edu	th798@nau.edu	1629302828.6851168	aorta_ENCFF974KVN	
noPeak	chr17	15357819.0	15338139.0	th798@nau.edu	th798@nau.edu	1629303014.6804028	aorta_ENCFF974KVN	
peakStart	chr17	15360699.0	15358819.0	th798@nau.edu	th798@nau.edu	1629303030.011323	aorta_ENCFF974KVN	
peakEnd	chr17	15363219.0	15360859.0	th798@nau.edu	th798@nau.edu	1629303038.5696886	aorta_ENCFF974KVN	
noPeak	chr17	15388179.0	15364659.0	th798@nau.edu	th798@nau.edu	1629303104.5484564	aorta_ENCFF974KVN	
noPeak	chr17	15401739.0	15390059.0	th798@nau.edu	th798@nau.edu	1629303128.4531016	aorta_ENCFF974KVN	
peakStart	chr17	15405979.0	15404619.0	th798@nau.edu	th798@nau.edu	1629303138.7708974	aorta_ENCFF974KVN	
peakEnd	chr17	15407659.0	15406219.0	th798@nau.edu	th798@nau.edu	1629303149.469588	aorta_ENCFF974KVN	
noPeak	chr17	15451379.0	15419819.0	th798@nau.edu	th798@nau.edu	1629303182.0221884	aorta_ENCFF974KVN	
noPeak	chr17	15508699.0	15474299.0	th798@nau.edu	th798@nau.edu	1629303199.1930785	aorta_ENCFF974KVN	
peakStart	chr17	15554379.0	15549539.0	th798@nau.edu	th798@nau.edu	1629303351.8589065	aorta_ENCFF974KVN	
peakEnd	chr17	15557219.0	15554619.0	th798@nau.edu	th798@nau.edu	1629303363.9609795	aorta_ENCFF974KVN	
noPeak	chr17	15585539.0	15569219.0	th798@nau.edu	th798@nau.edu	1629303413.0279276	aorta_ENCFF974KVN	
peakStart	chr17	15587539.0	15586379.0	th798@nau.edu	th798@nau.edu	1629303398.3928802	aorta_ENCFF974KVN	
peakEnd	chr17	15588899.0	15587659.0	th798@nau.edu	th798@nau.edu	1629303380.2343357	aorta_ENCFF974KVN	
noPeak	chr17	15600139.0	15589939.0	th798@nau.edu	th798@nau.edu	1629303407.3173072	aorta_ENCFF974KVN	
noPeak	chr17	15638099.0	15610499.0	th798@nau.edu	th798@nau.edu	1629303425.3767588	aorta_ENCFF974KVN	
noPeak	chr17	15679199.0	15641999.0	th798@nau.edu	th798@nau.edu	1629303443.5504496	aorta_ENCFF974KVN	
noPeak	chr17	15730019.0	15709899.0	th798@nau.edu	th798@nau.edu	1629303546.0415041	aorta_ENCFF974KVN	
peakStart	chr17	15732529.0	15730839.0	th798@nau.edu	th798@nau.edu	1629303490.9983773	aorta_ENCFF974KVN	
peakEnd	chr17	15733179.0	15732559.0	th798@nau.edu	th798@nau.edu	1629303504.4169762	aorta_ENCFF974KVN	
noPeak	chr17	15741979.0	15734059.0	th798@nau.edu	th798@nau.edu	1629303542.2169356	aorta_ENCFF974KVN	
